"year","station","loc_mn","dc_mn","longitude","latitude","other_theft","arson","assault_gbh","attempted_murder","attempted_sexoff","bank_robbery","burglary_nonres","burglary_res","carjacking","commercial_crime","common_assault","common_robbery","contact_sexoff","dui","drug_crime","illegal_firearms","kidnapping","malicious_damage","murder","rape","robbery_nonres","robbery_res","cash_transit_robbery","aggr_robbery","sexual_assault","sexual_offences","police_detected_sexoff","shoplifting","stock_theft","vehicle_theft","theft_from_vehicle","truck_hijacking"
"2012/2013","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1423,10,436,172,2,0,194,413,14,54,591,296,11,181,2977,167,1,570,59,85,17,20,1,300,37,132,0,135,0,54,628,1
"2013/2014","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1483,19,451,165,5,0,218,394,14,52,581,328,12,156,2577,94,24,605,73,86,18,14,0,362,31,129,2,99,0,53,633,0
"2014/2015","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1594,18,436,192,0,0,254,436,32,35,579,334,11,186,2738,96,17,704,82,58,21,7,0,450,19,85,1,109,0,53,809,1
"2015/2016","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1409,16,431,122,2,0,155,369,32,63,735,279,11,80,2472,72,22,728,77,57,15,15,0,408,32,99,1,135,0,59,623,2
"2016/2017","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1173,13,427,143,1,0,146,383,25,62,652,295,10,71,2898,99,2,804,97,58,14,18,0,429,29,94,0,157,0,52,771,2
"2017/2018","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1116,12,400,156,0,0,117,300,25,71,689,271,5,93,3432,145,28,720,98,51,22,18,0,388,28,82,1,141,0,49,636,7
"2018/2019","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",1029,16,404,251,0,0,124,294,32,82,610,237,7,88,1855,214,14,761,144,47,4,9,0,369,41,89,0,128,0,40,763,4
"2019/2020","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",933,7,341,98,1,0,71,214,41,97,568,195,5,94,2009,132,24,650,77,46,14,8,0,363,44,94,0,103,0,54,687,3
"2020/2021","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",622,11,304,83,1,0,84,126,22,69,473,164,4,14,1371,108,2,614,74,48,11,13,1,221,29,80,0,115,1,45,554,9
"2021/2022","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",714,9,319,80,2,0,63,173,24,131,524,159,4,29,1354,67,36,574,71,45,14,15,2,253,28,77,0,79,0,53,488,3
"2022/2023","bishop lavis","city of cape town","city of cape town","18.57224","-33.94634",766,9,356,79,3,0,92,193,28,154,529,171,4,49,1396,87,22,630,65,48,20,6,0,223,27,80,0,39,0,30,444,4
"2008/2009","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",8,1,14,8,1,0,3,16,0,0,6,1,7,1,56,2,1,7,5,11,1,1,0,2,1,14,0,0,6,3,5,0
"2009/2010","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",14,1,11,1,0,0,3,19,0,1,3,4,6,0,64,7,1,1,2,9,0,0,0,4,0,9,0,0,4,1,0,0
"2010/2011","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",39,1,21,3,0,0,0,21,0,0,10,1,6,1,72,1,1,5,7,10,0,2,0,4,1,11,0,0,7,2,5,0
"2011/2012","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",40,0,13,3,0,0,3,25,0,1,19,3,6,2,74,9,1,4,4,15,0,1,0,3,2,17,0,0,7,1,3,0
"2012/2013","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",46,0,16,1,1,0,6,41,0,1,19,4,4,1,75,9,1,12,4,11,0,1,0,3,0,14,0,0,6,0,1,0
"2013/2014","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",27,0,32,2,1,0,5,51,1,2,19,7,6,0,75,10,12,13,5,12,0,0,0,5,2,15,0,0,7,0,4,0
"2014/2015","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",36,1,48,3,0,0,5,64,0,3,14,9,7,0,63,5,13,13,0,8,0,2,0,4,2,11,0,0,4,1,0,1
"2015/2016","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",46,2,38,7,0,0,2,84,0,0,8,6,6,0,64,0,12,13,5,9,2,7,0,15,4,13,0,0,3,5,2,0
"2016/2017","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",35,5,49,3,0,0,7,93,0,5,16,5,6,0,54,9,12,14,10,12,0,1,0,8,2,14,0,0,6,10,7,0
"2017/2018","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",34,0,29,1,0,0,10,72,0,2,14,8,6,0,50,0,13,12,5,6,0,2,0,6,3,9,0,0,10,4,4,0
"2018/2019","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",43,0,33,5,0,0,4,81,0,2,14,4,6,0,22,10,13,7,10,12,3,3,0,10,2,14,0,0,11,1,1,0
"2019/2020","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",21,0,30,11,0,0,3,85,1,1,14,2,7,1,3,3,12,9,11,9,3,1,0,9,2,12,0,0,5,6,4,0
"2020/2021","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",33,1,22,1,0,0,7,64,3,2,15,0,7,0,0,0,13,11,8,4,1,7,0,12,3,8,0,0,6,6,2,0
"2021/2022","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",19,1,44,11,0,0,8,65,1,2,15,3,7,0,0,5,13,13,12,11,12,6,0,20,2,14,0,0,3,8,4,0
"2022/2023","bishopstowe","mkhambathini","umgungundlovu","30.47682","-29.58422",29,1,26,9,1,0,6,72,1,4,27,3,6,1,7,2,14,13,10,11,15,27,0,47,0,12,0,0,18,2,4,0
"2008/2009","bityi",,,"NA","NA",52,7,146,12,1,0,18,45,0,0,29,3,8,2,36,10,1,29,27,40,7,7,0,26,5,50,0,3,138,4,7,1
"2009/2010","bityi",,,"NA","NA",52,4,158,9,0,0,14,70,0,2,44,17,9,9,34,14,1,27,41,35,10,6,0,24,0,40,0,2,188,7,6,0
"2010/2011","bityi",,,"NA","NA",67,1,166,9,0,0,26,58,8,3,29,11,8,8,57,18,1,38,43,68,11,10,0,40,2,74,0,1,237,7,7,1
"2011/2012","bityi",,,"NA","NA",68,8,192,21,1,0,32,56,1,2,28,7,6,3,68,15,1,55,49,73,12,27,0,55,3,77,0,0,233,9,9,0
"2012/2013","bityi",,,"NA","NA",63,5,160,21,1,0,26,57,0,6,36,4,5,1,99,26,1,48,50,67,13,15,0,52,6,77,0,0,214,10,14,0
"2013/2014","bityi",,,"NA","NA",72,5,127,12,0,0,39,31,1,5,35,6,7,0,131,33,12,43,42,65,17,13,0,52,2,68,0,0,108,5,7,1
"2014/2015","bityi",,,"NA","NA",62,3,116,22,0,0,34,33,3,2,17,8,4,0,160,46,14,32,41,69,11,15,0,48,6,77,0,2,109,7,9,0
"2015/2016","bityi",,,"NA","NA",56,3,102,24,0,0,33,28,1,2,28,4,4,0,122,38,14,51,57,67,15,13,0,45,7,76,0,1,161,4,12,0
"2016/2017","bityi",,,"NA","NA",65,11,152,28,0,0,55,35,4,3,27,11,5,3,125,23,14,76,44,58,14,22,0,73,5,66,0,0,214,4,13,1
"2017/2018","bityi",,,"NA","NA",64,10,129,29,0,0,57,43,7,6,18,6,5,2,106,34,23,67,48,65,16,13,0,57,9,77,0,0,179,7,5,2
"2018/2019","bityi",,,"NA","NA",62,8,131,37,2,0,68,42,14,5,11,8,4,1,28,23,21,73,87,88,32,13,0,107,5,97,0,1,261,3,5,3
"2019/2020","bityi",,,"NA","NA",47,8,136,55,0,0,53,49,7,6,29,7,6,0,20,87,25,71,73,92,18,39,2,105,8,100,0,2,231,5,8,2
"2020/2021","bityi",,,"NA","NA",68,6,137,52,2,0,43,55,5,15,38,7,6,1,8,53,23,93,77,66,26,52,0,144,2,70,0,0,244,1,3,2
"2021/2022","bityi",,,"NA","NA",63,7,174,38,1,0,37,64,4,15,42,10,6,1,10,94,12,54,74,74,16,49,0,133,4,79,0,0,168,4,2,2
"2022/2023","bityi",,,"NA","NA",58,9,149,41,3,0,63,45,9,16,53,6,7,1,11,27,23,71,122,72,15,89,1,155,7,83,0,1,176,4,6,1
"2008/2009","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",495,2,46,3,1,0,65,58,7,5,105,13,4,5,4,2,1,42,9,16,7,1,0,36,6,25,0,0,6,27,26,2
"2009/2010","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",460,4,39,10,0,0,55,42,4,4,118,23,4,15,18,0,1,46,10,12,10,0,1,39,2,16,0,0,13,17,32,5
"2010/2011","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",449,1,33,5,0,0,34,41,2,2,65,9,4,13,35,2,1,40,7,17,8,2,0,25,3,22,0,2,6,35,15,5
"2011/2012","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",493,0,41,1,1,0,19,37,0,5,79,10,7,10,32,1,1,45,5,13,4,1,0,12,0,15,1,2,10,21,16,1
"2012/2013","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",441,0,34,1,0,0,23,42,3,5,41,11,6,25,39,6,1,63,3,9,8,3,0,21,0,9,0,9,8,25,16,0
"2013/2014","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",522,2,29,4,0,0,38,29,2,1,50,8,7,8,21,0,13,26,5,12,10,4,0,21,3,16,0,3,3,16,12,0
"2014/2015","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",506,3,42,3,0,0,36,17,2,1,45,10,6,0,20,4,12,17,3,8,11,4,0,25,2,10,0,3,13,9,22,0
"2015/2016","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",524,0,28,3,0,0,21,33,1,4,27,9,7,10,33,9,13,11,2,5,5,1,0,12,0,6,0,5,12,15,15,0
"2016/2017","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",462,0,31,5,1,0,14,23,0,0,16,2,6,26,37,1,12,12,3,4,10,0,1,17,1,6,0,5,9,9,20,0
"2017/2018","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",392,1,28,0,1,0,13,29,1,0,19,4,6,20,29,1,13,12,0,4,8,3,0,20,2,7,0,1,0,3,26,1
"2018/2019","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",254,0,28,2,0,0,10,35,2,1,29,2,6,33,30,1,13,11,5,0,5,1,0,15,0,0,0,1,4,9,23,0
"2019/2020","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",233,1,19,7,0,0,5,22,0,2,16,4,6,25,6,0,12,14,4,4,3,0,0,12,1,5,0,0,5,3,1,1
"2020/2021","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",208,0,21,4,0,0,8,2,0,2,20,0,6,3,2,1,13,9,1,2,1,1,0,14,0,2,0,0,4,2,1,0
"2021/2022","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",167,0,33,7,0,0,9,14,3,2,23,2,7,3,3,0,13,10,9,4,4,1,0,18,0,5,0,0,8,5,5,0
"2022/2023","blinkpan","steve tshwete","nkangala","29.45108","-26.09934",130,0,27,4,0,0,7,12,2,4,21,5,7,2,4,4,13,7,4,7,2,1,0,37,1,9,0,0,7,5,5,2
"2008/2009","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",196,9,149,3,5,0,40,108,0,16,85,23,8,48,73,1,1,60,6,46,8,0,0,11,7,62,0,18,43,9,23,0
"2009/2010","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",176,7,156,6,2,0,33,96,0,22,121,26,10,34,26,2,1,67,7,20,5,9,0,19,8,36,0,18,50,8,27,4
"2010/2011","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",219,7,184,5,4,0,40,136,1,27,89,27,9,21,28,4,1,61,5,37,7,3,0,27,14,60,0,10,49,9,18,11
"2011/2012","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",194,4,188,4,7,0,34,140,2,24,103,24,6,14,77,1,1,66,3,41,17,2,0,32,10,58,1,7,33,8,29,0
"2012/2013","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",176,5,182,3,4,0,29,169,0,24,108,40,5,14,59,3,1,86,10,41,15,7,0,33,5,53,1,14,42,6,39,0
"2013/2014","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",190,5,182,5,4,0,28,147,0,21,125,42,5,31,124,4,23,65,9,49,7,1,0,18,1,57,3,16,31,6,28,0
"2014/2015","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",190,14,182,5,5,0,19,163,0,9,120,30,6,21,100,0,14,91,5,55,8,4,0,17,1,61,1,5,34,7,52,0
"2015/2016","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",161,4,212,1,1,0,47,172,0,12,127,34,7,42,99,4,13,76,10,34,11,5,0,25,2,38,0,10,59,11,39,1
"2016/2017","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",127,5,180,6,3,0,76,258,0,13,114,44,7,31,150,3,12,91,7,53,16,2,0,30,4,61,0,9,43,17,39,2
"2017/2018","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",196,8,209,2,3,0,65,303,2,14,136,62,7,48,183,0,21,85,13,50,10,12,0,33,3,57,0,14,87,10,35,0
"2018/2019","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",156,10,197,8,1,0,31,202,2,10,124,48,4,12,121,2,23,99,14,41,9,8,0,25,6,50,0,11,49,9,16,0
"2019/2020","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",153,3,214,1,6,0,24,125,0,9,138,41,6,17,59,0,29,82,6,28,7,5,0,22,4,38,1,7,45,2,22,1
"2020/2021","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",114,6,119,2,0,0,40,114,1,19,102,24,6,18,93,2,22,67,9,36,5,0,0,14,10,46,0,7,36,2,27,0
"2021/2022","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",163,2,171,5,1,0,29,145,1,20,104,27,6,18,108,2,21,81,9,39,5,8,0,20,7,47,0,7,22,2,29,0
"2022/2023","bloemhof","lekwa-teemane","dr ruth segomotsi mompati","25.60685","-27.65256",214,5,144,6,1,0,47,139,0,8,78,46,6,8,95,1,21,63,4,30,8,3,0,21,5,36,0,7,29,2,18,0
"2008/2009","bloemspruit","mangaung","mangaung","26.27852","-29.1395",788,28,656,60,12,0,21,713,22,26,844,104,27,15,121,16,1,413,68,182,52,55,0,251,13,232,0,2,59,62,61,2
"2009/2010","bloemspruit","mangaung","mangaung","26.27852","-29.1395",788,43,712,72,13,0,30,666,19,20,790,84,34,20,109,12,1,387,76,192,31,55,0,197,15,253,0,0,107,64,59,1
"2010/2011","bloemspruit","mangaung","mangaung","26.27852","-29.1395",672,36,795,57,15,0,46,588,14,23,819,96,32,23,128,17,1,372,79,215,61,51,0,244,31,273,0,1,106,55,69,0
"2011/2012","bloemspruit","mangaung","mangaung","26.27852","-29.1395",506,17,782,71,17,0,32,607,22,21,872,86,17,23,183,41,1,368,74,228,59,49,0,269,31,285,0,0,115,59,68,0
"2012/2013","bloemspruit","mangaung","mangaung","26.27852","-29.1395",425,25,784,73,11,0,39,521,31,30,784,75,10,20,299,52,1,332,76,250,56,40,0,271,15,282,0,2,84,42,42,0
"2013/2014","bloemspruit","mangaung","mangaung","26.27852","-29.1395",377,37,739,61,18,0,63,510,9,29,738,76,9,20,366,42,28,319,76,286,42,94,0,271,14,323,0,3,71,42,64,2
"2014/2015","bloemspruit","mangaung","mangaung","26.27852","-29.1395",445,27,676,46,7,0,52,493,21,44,748,79,10,23,556,46,22,346,89,243,25,28,1,188,9,265,4,0,85,50,85,1
"2015/2016","bloemspruit","mangaung","mangaung","26.27852","-29.1395",330,21,687,66,14,0,32,512,23,25,719,68,9,24,420,42,24,342,71,195,29,64,0,241,7,221,0,0,60,20,80,2
"2016/2017","bloemspruit","mangaung","mangaung","26.27852","-29.1395",358,19,566,50,9,0,37,519,16,32,576,87,16,30,330,20,14,347,78,132,17,47,0,217,10,161,4,0,66,18,104,0
"2017/2018","bloemspruit","mangaung","mangaung","26.27852","-29.1395",285,7,523,52,6,0,39,502,25,45,525,56,12,56,401,22,25,274,85,152,12,35,1,201,16,181,9,6,92,21,86,0
"2018/2019","bloemspruit","mangaung","mangaung","26.27852","-29.1395",298,6,538,51,9,0,31,448,12,37,455,60,10,62,380,12,21,237,60,157,16,28,0,166,18,190,2,12,51,17,62,0
"2019/2020","bloemspruit","mangaung","mangaung","26.27852","-29.1395",261,11,499,54,5,0,45,418,16,51,552,35,18,73,177,17,37,203,52,181,12,48,1,157,25,222,0,6,70,11,46,0
"2020/2021","bloemspruit","mangaung","mangaung","26.27852","-29.1395",221,15,444,51,11,0,61,301,20,68,487,34,5,73,110,13,16,222,55,129,22,49,0,197,20,163,0,9,54,14,45,3
"2021/2022","bloemspruit","mangaung","mangaung","26.27852","-29.1395",304,20,547,60,9,0,62,357,21,89,466,40,8,65,82,26,27,281,69,158,22,73,0,204,27,198,0,21,51,14,64,3
"2022/2023","bloemspruit","mangaung","mangaung","26.27852","-29.1395",345,15,620,103,4,0,68,353,21,55,522,36,5,70,122,36,38,311,78,160,23,50,0,192,12,179,0,13,62,12,51,0
"2008/2009","bluewater","great kei","amathole","27.95053","-32.72743",39,0,36,2,1,0,1,38,0,0,7,2,6,1,2,0,1,13,7,14,1,1,0,4,0,15,0,2,7,0,8,0
"2009/2010","bluewater","great kei","amathole","27.95053","-32.72743",31,0,36,2,1,0,2,35,0,1,7,2,6,4,4,0,1,19,4,13,0,3,0,4,0,14,0,0,15,3,1,0
"2010/2011","bluewater","great kei","amathole","27.95053","-32.72743",41,1,39,1,1,0,0,29,0,0,7,1,6,1,5,0,1,15,5,15,1,0,0,4,0,16,0,0,13,1,5,1
"2011/2012","bluewater","great kei","amathole","27.95053","-32.72743",31,0,26,1,3,0,0,35,0,1,4,3,6,4,10,2,1,14,6,8,1,2,0,5,0,11,0,0,13,1,3,0
"2012/2013","bluewater","great kei","amathole","27.95053","-32.72743",15,0,23,1,2,0,0,23,0,1,1,0,6,5,11,2,1,13,5,19,0,1,0,3,0,21,0,0,13,2,2,0
"2013/2014","bluewater","great kei","amathole","27.95053","-32.72743",15,0,33,1,0,0,1,37,0,1,2,1,6,7,15,1,13,12,4,13,2,2,0,6,0,13,0,0,21,0,7,0
"2014/2015","bluewater","great kei","amathole","27.95053","-32.72743",15,0,45,1,2,0,8,31,0,3,2,1,7,7,9,0,13,11,6,21,1,2,0,4,0,24,0,0,17,0,5,0
"2015/2016","bluewater","great kei","amathole","27.95053","-32.72743",19,1,37,1,1,0,1,20,1,0,0,2,7,8,9,2,12,17,9,12,3,1,0,9,1,15,0,0,17,0,7,2
"2016/2017","bluewater","great kei","amathole","27.95053","-32.72743",21,0,43,4,1,0,2,22,2,1,5,0,6,9,8,1,13,17,6,10,0,2,0,8,1,12,0,0,13,0,2,0
"2017/2018","bluewater","great kei","amathole","27.95053","-32.72743",18,1,38,1,0,0,0,37,1,1,6,1,6,1,5,0,13,12,7,15,2,0,0,10,0,15,0,0,8,1,4,0
"2018/2019","bluewater","great kei","amathole","27.95053","-32.72743",23,1,39,1,1,0,0,23,0,2,2,2,6,5,3,0,13,14,7,8,1,0,0,7,0,9,0,0,19,0,3,1
"2019/2020","bluewater","great kei","amathole","27.95053","-32.72743",35,2,39,3,4,0,0,45,0,0,6,3,6,0,3,0,13,24,12,19,3,0,0,13,1,24,0,0,12,2,7,1
"2020/2021","bluewater","great kei","amathole","27.95053","-32.72743",40,3,26,1,0,0,1,30,1,1,8,2,7,1,6,1,13,20,2,10,2,2,0,13,2,13,0,0,15,2,4,3
"2021/2022","bluewater","great kei","amathole","27.95053","-32.72743",60,3,24,2,2,0,2,37,1,1,4,0,6,1,1,0,12,16,6,14,0,0,0,3,1,17,0,0,11,0,0,1
"2022/2023","bluewater","great kei","amathole","27.95053","-32.72743",37,0,38,0,4,0,2,30,1,1,3,0,6,1,3,1,13,15,12,15,1,1,0,5,1,20,0,0,9,1,2,0
"2008/2009","boetsap","dikgatlong","frances baard","24.45268","-27.9761",6,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2009/2010","boetsap","dikgatlong","frances baard","24.45268","-27.9761",4,0,3,1,0,0,1,1,1,0,0,0,6,0,3,0,1,0,0,1,1,0,0,2,0,1,0,0,5,0,0,0
"2010/2011","boetsap","dikgatlong","frances baard","24.45268","-27.9761",5,0,1,0,0,0,1,2,0,0,1,0,6,0,1,0,1,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0
"2011/2012","boetsap","dikgatlong","frances baard","24.45268","-27.9761",3,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2012/2013","boetsap","dikgatlong","frances baard","24.45268","-27.9761",0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"2013/2014","boetsap","dikgatlong","frances baard","24.45268","-27.9761",2,0,0,0,0,0,2,0,0,0,1,0,6,1,1,0,13,1,0,2,0,0,0,0,0,2,0,0,4,0,0,0
"2014/2015","boetsap","dikgatlong","frances baard","24.45268","-27.9761",3,0,0,0,0,0,1,1,0,0,0,0,6,1,4,0,13,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"2015/2016","boetsap","dikgatlong","frances baard","24.45268","-27.9761",2,0,2,0,0,0,0,0,0,0,0,0,6,0,4,0,13,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1
"2016/2017","boetsap","dikgatlong","frances baard","24.45268","-27.9761",2,0,1,0,0,0,0,1,0,0,0,0,6,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2017/2018","boetsap","dikgatlong","frances baard","24.45268","-27.9761",4,0,0,0,0,0,0,1,0,0,1,0,6,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2018/2019","boetsap","dikgatlong","frances baard","24.45268","-27.9761",5,1,1,0,0,0,1,1,0,0,2,0,6,0,4,0,13,1,0,2,0,0,0,1,0,2,0,0,7,0,0,0
"2019/2020","boetsap","dikgatlong","frances baard","24.45268","-27.9761",6,0,2,0,0,0,1,2,0,0,1,0,6,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
"2020/2021","boetsap","dikgatlong","frances baard","24.45268","-27.9761",3,0,0,0,0,0,0,2,0,1,0,0,6,0,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"2021/2022","boetsap","dikgatlong","frances baard","24.45268","-27.9761",2,0,0,2,0,0,0,1,0,0,2,0,6,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0
"2022/2023","boetsap","dikgatlong","frances baard","24.45268","-27.9761",1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2008/2009","boipatong","emfuleni","sedibeng","27.84344","-26.66959",196,2,198,13,3,0,12,67,2,17,112,29,9,17,8,2,1,89,2,24,2,2,0,34,4,36,0,0,2,9,15,1
"2009/2010","boipatong","emfuleni","sedibeng","27.84344","-26.66959",157,8,189,10,1,0,11,110,6,10,114,22,4,19,27,3,1,93,6,42,6,6,0,41,2,47,0,0,0,15,34,1
"2010/2011","boipatong","emfuleni","sedibeng","27.84344","-26.66959",124,6,176,11,6,0,13,80,0,8,83,21,7,33,16,3,1,68,5,28,8,3,0,28,0,35,0,2,0,11,35,0
"2011/2012","boipatong","emfuleni","sedibeng","27.84344","-26.66959",121,6,176,5,1,0,7,78,0,5,64,15,6,50,30,6,1,56,3,17,6,1,0,23,8,26,0,1,0,5,16,0
"2012/2013","boipatong","emfuleni","sedibeng","27.84344","-26.66959",107,5,182,5,1,0,14,113,1,10,66,19,4,40,42,2,1,42,2,13,7,2,0,21,1,17,1,0,0,7,16,0
"2013/2014","boipatong","emfuleni","sedibeng","27.84344","-26.66959",152,2,151,4,1,0,19,112,6,10,58,14,7,55,136,5,13,57,10,24,3,2,0,33,0,26,1,0,1,14,23,0
"2014/2015","boipatong","emfuleni","sedibeng","27.84344","-26.66959",91,0,121,2,0,0,13,71,1,2,54,4,7,85,272,4,12,58,6,7,10,3,0,23,1,9,1,2,0,13,38,0
"2015/2016","boipatong","emfuleni","sedibeng","27.84344","-26.66959",76,0,125,2,0,0,13,65,4,4,40,6,7,130,301,1,13,48,10,5,4,2,0,20,0,6,0,0,2,23,41,1
"2016/2017","boipatong","emfuleni","sedibeng","27.84344","-26.66959",35,2,92,5,1,0,17,83,3,6,26,5,6,83,378,8,13,28,13,11,12,6,0,30,0,12,0,0,3,10,54,0
