Station,Crime_Category,Incidents,Year
Elandslaagte,Shoplifting,0,2025/2026
Elandslaagte,Stock-theft,35,2025/2026
Elandslaagte,TRIO Crime,4,2025/2026
Elandslaagte,Theft of motor vehicle and motorcycle,0,2025/2026
Elandslaagte,Theft out of or from motor vehicle,4,2025/2026
Elandslaagte,Truck hijacking,0,2025/2026
Eldorado Park,17 Community reported serious Crime,4407,2025/2026
Eldorado Park,Abduction,0,2025/2026
Eldorado Park,All theft not mentioned elsewhere,451,2025/2026
Eldorado Park,Arson,0,2025/2026
Eldorado Park,Assault with the intent to inflict grievous bodily harm,595,2025/2026
Eldorado Park,Attempted murder,271,2025/2026
Eldorado Park,Attempted sexual offences,6,2025/2026
Eldorado Park,Bank robbery,0,2025/2026
Eldorado Park,Burglary at non-residential premises,69,2025/2026
Eldorado Park,Burglary at residential premises,179,2025/2026
Eldorado Park,Carjacking,168,2025/2026
Eldorado Park,Commercial crime,248,2025/2026
Eldorado Park,Common assault,785,2025/2026
Eldorado Park,Common robbery,156,2025/2026
Eldorado Park,Contact crime (Crimes against the person),2598,2025/2026
Eldorado Park,Contact sexual offences,1,2025/2026
Eldorado Park,Contact-related Crime,526,2025/2026
Eldorado Park,Crime detected as a result of police action,1195,2025/2026
Eldorado Park,Crimen injuria,6,2025/2026
Eldorado Park,Culpable homicide,32,2025/2026
Eldorado Park,Driving under the influence of alcohol or drugs,273,2025/2026
Eldorado Park,Drug-related crime,731,2025/2026
Eldorado Park,Illegal possession of firearms and ammunition,190,2025/2026
Eldorado Park,Kidnapping,158,2025/2026
Eldorado Park,Malicious damage to property,526,2025/2026
Eldorado Park,Murder,99,2025/2026
Eldorado Park,Neglect and ill-treatment of children,19,2025/2026
Eldorado Park,Other serious Crime,862,2025/2026
Eldorado Park,Property-related Crime,421,2025/2026
Eldorado Park,Public violence,1,2025/2026
Eldorado Park,Rape,91,2025/2026
Eldorado Park,Robbery at non-residential premises,21,2025/2026
Eldorado Park,Robbery at residential premises,46,2025/2026
Eldorado Park,Robbery of cash in transit,0,2025/2026
Eldorado Park,Robbery with aggravating circumstances,581,2025/2026
Eldorado Park,Sexual assault,13,2025/2026
Eldorado Park,Sexual offences,111,2025/2026
Eldorado Park,Sexual offences detected as a result of police action,1,2025/2026
Eldorado Park,Shoplifting,163,2025/2026
Eldorado Park,Stock-theft,0,2025/2026
Eldorado Park,TRIO Crime,235,2025/2026
Eldorado Park,Theft of motor vehicle and motorcycle,52,2025/2026
Eldorado Park,Theft out of or from motor vehicle,121,2025/2026
Eldorado Park,Truck hijacking,7,2025/2026
Elliotdale,17 Community reported serious Crime,519,2025/2026
Elliotdale,Abduction,0,2025/2026
Elliotdale,All theft not mentioned elsewhere,30,2025/2026
Elliotdale,Arson,2,2025/2026
Elliotdale,Assault with the intent to inflict grievous bodily harm,140,2025/2026
Elliotdale,Attempted murder,6,2025/2026
Elliotdale,Attempted sexual offences,1,2025/2026
Elliotdale,Bank robbery,0,2025/2026
Elliotdale,Burglary at non-residential premises,25,2025/2026
Elliotdale,Burglary at residential premises,23,2025/2026
Elliotdale,Carjacking,0,2025/2026
Elliotdale,Commercial crime,16,2025/2026
Elliotdale,Common assault,62,2025/2026
Elliotdale,Common robbery,11,2025/2026
Elliotdale,Contact crime (Crimes against the person),333,2025/2026
Elliotdale,Contact sexual offences,1,2025/2026
Elliotdale,Contact-related Crime,34,2025/2026
Elliotdale,Crime detected as a result of police action,66,2025/2026
Elliotdale,Crimen injuria,6,2025/2026
Elliotdale,Culpable homicide,4,2025/2026
Elliotdale,Driving under the influence of alcohol or drugs,9,2025/2026
Elliotdale,Drug-related crime,36,2025/2026
Elliotdale,Illegal possession of firearms and ammunition,21,2025/2026
Elliotdale,Kidnapping,3,2025/2026
Elliotdale,Malicious damage to property,32,2025/2026
Elliotdale,Murder,30,2025/2026
Elliotdale,Neglect and ill-treatment of children,0,2025/2026
Elliotdale,Other serious Crime,76,2025/2026
Elliotdale,Property-related Crime,76,2025/2026
Elliotdale,Public violence,0,2025/2026
Elliotdale,Rape,50,2025/2026
Elliotdale,Robbery at non-residential premises,12,2025/2026
Elliotdale,Robbery at residential premises,4,2025/2026
Elliotdale,Robbery of cash in transit,0,2025/2026
Elliotdale,Robbery with aggravating circumstances,22,2025/2026
Elliotdale,Sexual assault,10,2025/2026
Elliotdale,Sexual offences,62,2025/2026
Elliotdale,Sexual offences detected as a result of police action,0,2025/2026
Elliotdale,Shoplifting,30,2025/2026
Elliotdale,Stock-theft,23,2025/2026
Elliotdale,TRIO Crime,16,2025/2026
Elliotdale,Theft of motor vehicle and motorcycle,0,2025/2026
Elliotdale,Theft out of or from motor vehicle,5,2025/2026
Elliotdale,Truck hijacking,0,2025/2026
Elsburg,17 Community reported serious Crime,1632,2025/2026
Elsburg,Abduction,0,2025/2026
Elsburg,All theft not mentioned elsewhere,312,2025/2026
Elsburg,Arson,0,2025/2026
Elsburg,Assault with the intent to inflict grievous bodily harm,119,2025/2026
Elsburg,Attempted murder,21,2025/2026
Elsburg,Attempted sexual offences,0,2025/2026
Elsburg,Bank robbery,0,2025/2026
Elsburg,Burglary at non-residential premises,31,2025/2026
Elsburg,Burglary at residential premises,126,2025/2026
Elsburg,Carjacking,86,2025/2026
Elsburg,Commercial crime,287,2025/2026
Elsburg,Common assault,121,2025/2026
Elsburg,Common robbery,33,2025/2026
Elsburg,Contact crime (Crimes against the person),614,2025/2026
Elsburg,Contact sexual offences,0,2025/2026
Elsburg,Contact-related Crime,84,2025/2026
Elsburg,Crime detected as a result of police action,592,2025/2026
Elsburg,Crimen injuria,1,2025/2026
Elsburg,Culpable homicide,19,2025/2026
Elsburg,Driving under the influence of alcohol or drugs,138,2025/2026
Elsburg,Drug-related crime,432,2025/2026
Elsburg,Illegal possession of firearms and ammunition,21,2025/2026
Elsburg,Kidnapping,67,2025/2026
Elsburg,Malicious damage to property,84,2025/2026
Elsburg,Murder,32,2025/2026
Elsburg,Neglect and ill-treatment of children,0,2025/2026
Elsburg,Other serious Crime,618,2025/2026
Elsburg,Property-related Crime,316,2025/2026
Elsburg,Public violence,1,2025/2026
Elsburg,Rape,39,2025/2026
Elsburg,Robbery at non-residential premises,26,2025/2026
Elsburg,Robbery at residential premises,33,2025/2026
Elsburg,Robbery of cash in transit,0,2025/2026
Elsburg,Robbery with aggravating circumstances,241,2025/2026
Elsburg,Sexual assault,8,2025/2026
Elsburg,Sexual offences,47,2025/2026
Elsburg,Sexual offences detected as a result of police action,1,2025/2026
Elsburg,Shoplifting,19,2025/2026
Elsburg,Stock-theft,0,2025/2026
Elsburg,TRIO Crime,145,2025/2026
Elsburg,Theft of motor vehicle and motorcycle,105,2025/2026
Elsburg,Theft out of or from motor vehicle,54,2025/2026
Elsburg,Truck hijacking,14,2025/2026
Elsies River,17 Community reported serious Crime,3523,2025/2026
Elsies River,Abduction,1,2025/2026
Elsies River,All theft not mentioned elsewhere,493,2025/2026
Elsies River,Arson,7,2025/2026
Elsies River,Assault with the intent to inflict grievous bodily harm,256,2025/2026
Elsies River,Attempted murder,116,2025/2026
Elsies River,Attempted sexual offences,1,2025/2026
Elsies River,Bank robbery,0,2025/2026
Elsies River,Burglary at non-residential premises,41,2025/2026
Elsies River,Burglary at residential premises,104,2025/2026
Elsies River,Carjacking,21,2025/2026
Elsies River,Commercial crime,231,2025/2026
Elsies River,Common assault,704,2025/2026
Elsies River,Common robbery,392,2025/2026
Elsies River,Contact crime (Crimes against the person),1815,2025/2026
Elsies River,Contact sexual offences,1,2025/2026
Elsies River,Contact-related Crime,544,2025/2026
Elsies River,Crime detected as a result of police action,1265,2025/2026
Elsies River,Crimen injuria,357,2025/2026
Elsies River,Culpable homicide,13,2025/2026
Elsies River,Driving under the influence of alcohol or drugs,34,2025/2026
Elsies River,Drug-related crime,1137,2025/2026
Elsies River,Illegal possession of firearms and ammunition,93,2025/2026
Elsies River,Kidnapping,7,2025/2026
Elsies River,Malicious damage to property,537,2025/2026
Elsies River,Murder,74,2025/2026
Elsies River,Neglect and ill-treatment of children,16,2025/2026
Elsies River,Other serious Crime,799,2025/2026
Elsies River,Property-related Crime,365,2025/2026
Elsies River,Public violence,15,2025/2026
Elsies River,Rape,24,2025/2026
Elsies River,Robbery at non-residential premises,5,2025/2026
Elsies River,Robbery at residential premises,5,2025/2026
Elsies River,Robbery of cash in transit,0,2025/2026
Elsies River,Robbery with aggravating circumstances,240,2025/2026
Elsies River,Sexual assault,7,2025/2026
Elsies River,Sexual offences,33,2025/2026
Elsies River,Sexual offences detected as a result of police action,1,2025/2026
Elsies River,Shoplifting,75,2025/2026
Elsies River,Stock-theft,0,2025/2026
Elsies River,TRIO Crime,31,2025/2026
Elsies River,Theft of motor vehicle and motorcycle,54,2025/2026
Elsies River,Theft out of or from motor vehicle,166,2025/2026
Elsies River,Truck hijacking,2,2025/2026
Elukwatini,17 Community reported serious Crime,1133,2025/2026
Elukwatini,Abduction,0,2025/2026
Elukwatini,All theft not mentioned elsewhere,121,2025/2026
Elukwatini,Arson,4,2025/2026
Elukwatini,Assault with the intent to inflict grievous bodily harm,215,2025/2026
Elukwatini,Attempted murder,18,2025/2026
Elukwatini,Attempted sexual offences,4,2025/2026
Elukwatini,Bank robbery,0,2025/2026
Elukwatini,Burglary at non-residential premises,43,2025/2026
Elukwatini,Burglary at residential premises,143,2025/2026
Elukwatini,Carjacking,2,2025/2026
Elukwatini,Commercial crime,113,2025/2026
Elukwatini,Common assault,87,2025/2026
Elukwatini,Common robbery,32,2025/2026
Elukwatini,Contact crime (Crimes against the person),527,2025/2026
Elukwatini,Contact sexual offences,0,2025/2026
Elukwatini,Contact-related Crime,85,2025/2026
Elukwatini,Crime detected as a result of police action,79,2025/2026
Elukwatini,Crimen injuria,5,2025/2026
Elukwatini,Culpable homicide,7,2025/2026
Elukwatini,Driving under the influence of alcohol or drugs,23,2025/2026
Elukwatini,Drug-related crime,45,2025/2026
Elukwatini,Illegal possession of firearms and ammunition,11,2025/2026
Elukwatini,Kidnapping,21,2025/2026
Elukwatini,Malicious damage to property,81,2025/2026
Elukwatini,Murder,24,2025/2026
Elukwatini,Neglect and ill-treatment of children,1,2025/2026
Elukwatini,Other serious Crime,256,2025/2026
Elukwatini,Property-related Crime,265,2025/2026
Elukwatini,Public violence,0,2025/2026
Elukwatini,Rape,48,2025/2026
Elukwatini,Robbery at non-residential premises,7,2025/2026
Elukwatini,Robbery at residential premises,25,2025/2026
Elukwatini,Robbery of cash in transit,0,2025/2026
Elukwatini,Robbery with aggravating circumstances,87,2025/2026
Elukwatini,Sexual assault,12,2025/2026
Elukwatini,Sexual offences,64,2025/2026
Elukwatini,Sexual offences detected as a result of police action,0,2025/2026
Elukwatini,Shoplifting,22,2025/2026
Elukwatini,Stock-theft,60,2025/2026
Elukwatini,TRIO Crime,34,2025/2026
Elukwatini,Theft of motor vehicle and motorcycle,6,2025/2026
Elukwatini,Theft out of or from motor vehicle,13,2025/2026
Elukwatini,Truck hijacking,1,2025/2026
Emanguzi,17 Community reported serious Crime,729,2025/2026
Emanguzi,Abduction,0,2025/2026
Emanguzi,All theft not mentioned elsewhere,113,2025/2026
Emanguzi,Arson,6,2025/2026
Emanguzi,Assault with the intent to inflict grievous bodily harm,130,2025/2026
Emanguzi,Attempted murder,12,2025/2026
Emanguzi,Attempted sexual offences,3,2025/2026
Emanguzi,Bank robbery,0,2025/2026
Emanguzi,Burglary at non-residential premises,43,2025/2026
Emanguzi,Burglary at residential premises,47,2025/2026
Emanguzi,Carjacking,2,2025/2026
Emanguzi,Commercial crime,47,2025/2026
Emanguzi,Common assault,102,2025/2026
Emanguzi,Common robbery,12,2025/2026
Emanguzi,Contact crime (Crimes against the person),372,2025/2026
Emanguzi,Contact sexual offences,0,2025/2026
Emanguzi,Contact-related Crime,42,2025/2026
Emanguzi,Crime detected as a result of police action,157,2025/2026
Emanguzi,Crimen injuria,3,2025/2026
Emanguzi,Culpable homicide,11,2025/2026
Emanguzi,Driving under the influence of alcohol or drugs,109,2025/2026
Emanguzi,Drug-related crime,32,2025/2026
Emanguzi,Illegal possession of firearms and ammunition,16,2025/2026
Emanguzi,Kidnapping,9,2025/2026
Emanguzi,Malicious damage to property,36,2025/2026
Emanguzi,Murder,28,2025/2026
Emanguzi,Neglect and ill-treatment of children,0,2025/2026
Emanguzi,Other serious Crime,196,2025/2026
Emanguzi,Property-related Crime,119,2025/2026
Emanguzi,Public violence,0,2025/2026
Emanguzi,Rape,45,2025/2026
Emanguzi,Robbery at non-residential premises,15,2025/2026
Emanguzi,Robbery at residential premises,13,2025/2026
Emanguzi,Robbery of cash in transit,0,2025/2026
Emanguzi,Robbery with aggravating circumstances,35,2025/2026
Emanguzi,Sexual assault,5,2025/2026
Emanguzi,Sexual offences,53,2025/2026
Emanguzi,Sexual offences detected as a result of police action,0,2025/2026
Emanguzi,Shoplifting,36,2025/2026
Emanguzi,Stock-theft,6,2025/2026
Emanguzi,TRIO Crime,30,2025/2026
Emanguzi,Theft of motor vehicle and motorcycle,4,2025/2026
Emanguzi,Theft out of or from motor vehicle,19,2025/2026
Emanguzi,Truck hijacking,0,2025/2026
Ematimatolo,17 Community reported serious Crime,142,2025/2026
Ematimatolo,Abduction,0,2025/2026
Ematimatolo,All theft not mentioned elsewhere,8,2025/2026
Ematimatolo,Arson,0,2025/2026
Ematimatolo,Assault with the intent to inflict grievous bodily harm,35,2025/2026
Ematimatolo,Attempted murder,8,2025/2026
Ematimatolo,Attempted sexual offences,0,2025/2026
Ematimatolo,Bank robbery,0,2025/2026
Ematimatolo,Burglary at non-residential premises,10,2025/2026
Ematimatolo,Burglary at residential premises,10,2025/2026
Ematimatolo,Carjacking,0,2025/2026
Ematimatolo,Commercial crime,4,2025/2026
Ematimatolo,Common assault,16,2025/2026
Ematimatolo,Common robbery,2,2025/2026
Ematimatolo,Contact crime (Crimes against the person),97,2025/2026
Ematimatolo,Contact sexual offences,0,2025/2026
Ematimatolo,Contact-related Crime,9,2025/2026
Ematimatolo,Crime detected as a result of police action,18,2025/2026
Ematimatolo,Crimen injuria,0,2025/2026
Ematimatolo,Culpable homicide,3,2025/2026
Ematimatolo,Driving under the influence of alcohol or drugs,3,2025/2026
Ematimatolo,Drug-related crime,0,2025/2026
Ematimatolo,Illegal possession of firearms and ammunition,15,2025/2026
Ematimatolo,Kidnapping,1,2025/2026
Ematimatolo,Malicious damage to property,9,2025/2026
Ematimatolo,Murder,12,2025/2026
Ematimatolo,Neglect and ill-treatment of children,0,2025/2026
Ematimatolo,Other serious Crime,12,2025/2026
Ematimatolo,Property-related Crime,24,2025/2026
Ematimatolo,Public violence,0,2025/2026
Ematimatolo,Rape,14,2025/2026
Ematimatolo,Robbery at non-residential premises,1,2025/2026
Ematimatolo,Robbery at residential premises,3,2025/2026
Ematimatolo,Robbery of cash in transit,0,2025/2026
Ematimatolo,Robbery with aggravating circumstances,8,2025/2026
Ematimatolo,Sexual assault,2,2025/2026
Ematimatolo,Sexual offences,16,2025/2026
Ematimatolo,Sexual offences detected as a result of police action,0,2025/2026
Ematimatolo,Shoplifting,0,2025/2026
Ematimatolo,Stock-theft,2,2025/2026
Ematimatolo,TRIO Crime,4,2025/2026
Ematimatolo,Theft of motor vehicle and motorcycle,1,2025/2026
Ematimatolo,Theft out of or from motor vehicle,1,2025/2026
Ematimatolo,Truck hijacking,0,2025/2026
Ematsheni,17 Community reported serious Crime,383,2025/2026
Ematsheni,Abduction,0,2025/2026
Ematsheni,All theft not mentioned elsewhere,27,2025/2026
Ematsheni,Arson,2,2025/2026
Ematsheni,Assault with the intent to inflict grievous bodily harm,64,2025/2026
Ematsheni,Attempted murder,8,2025/2026
Ematsheni,Attempted sexual offences,5,2025/2026
Ematsheni,Bank robbery,0,2025/2026
Ematsheni,Burglary at non-residential premises,13,2025/2026
Ematsheni,Burglary at residential premises,39,2025/2026
Ematsheni,Carjacking,0,2025/2026
Ematsheni,Commercial crime,8,2025/2026
Ematsheni,Common assault,37,2025/2026
Ematsheni,Common robbery,7,2025/2026
Ematsheni,Contact crime (Crimes against the person),189,2025/2026
Ematsheni,Contact sexual offences,1,2025/2026
Ematsheni,Contact-related Crime,25,2025/2026
Ematsheni,Crime detected as a result of police action,24,2025/2026
Ematsheni,Crimen injuria,4,2025/2026
Ematsheni,Culpable homicide,4,2025/2026
Ematsheni,Driving under the influence of alcohol or drugs,6,2025/2026
Ematsheni,Drug-related crime,2,2025/2026
Ematsheni,Illegal possession of firearms and ammunition,16,2025/2026
Ematsheni,Kidnapping,2,2025/2026
Ematsheni,Malicious damage to property,23,2025/2026
Ematsheni,Murder,5,2025/2026
Ematsheni,Neglect and ill-treatment of children,4,2025/2026
Ematsheni,Other serious Crime,35,2025/2026
Ematsheni,Property-related Crime,134,2025/2026
Ematsheni,Public violence,0,2025/2026
Ematsheni,Rape,26,2025/2026
Ematsheni,Robbery at non-residential premises,5,2025/2026
Ematsheni,Robbery at residential premises,13,2025/2026
Ematsheni,Robbery of cash in transit,0,2025/2026
Ematsheni,Robbery with aggravating circumstances,32,2025/2026
Ematsheni,Sexual assault,4,2025/2026
Ematsheni,Sexual offences,36,2025/2026
Ematsheni,Sexual offences detected as a result of police action,0,2025/2026
Ematsheni,Shoplifting,0,2025/2026
Ematsheni,Stock-theft,78,2025/2026
Ematsheni,TRIO Crime,18,2025/2026
Ematsheni,Theft of motor vehicle and motorcycle,1,2025/2026
Ematsheni,Theft out of or from motor vehicle,3,2025/2026
Ematsheni,Truck hijacking,0,2025/2026
Embalenhle,17 Community reported serious Crime,2167,2025/2026
Embalenhle,Abduction,0,2025/2026
Embalenhle,All theft not mentioned elsewhere,148,2025/2026
